Advisor ID,Client Name,Client ID,CreditScore,Gender,Age,Advisor_Age,Retired,Children(Y/N),Tenure,Recency,Frequency,Monetory, Small systematic Risk,Annual Return,Excess Return,Systematic Risk,NumberOfClients,PortfolioSize,Financial_lit,rating_trust,other_advisors,rating_knowledge,rating_comm,rating_avail,InvestmentGoal_Education,InvestmentGoal_Retirement,InvestmentGoal_Short-term,ModeCommunication_email,ModeCommunication_personal,ModeCommunication_phone,ModeCommunication_skype, Large B/P , Large ROE , Large S/P , Large Return Rate in the last quarter , Large Market Value , Small systematic Risk,REI
29,PQR,5251,619,1,39,56,0,0,5,3,3,5,0,0.183,0.023,0.98,8,158444.61,5,3,1,1,4,1,1,0,0,1,0,0,0,0.333,0.333,0,0.333,0,0,0.005
137,TSY,5252,665,0,44,45,0,0,7,5,5,4,0,0.164,0.017,1.14,16,66548.58,4,5,1,2,5,1,0,0,1,0,1,0,0,0.333,0,0.333,0.333,0,0,0
50,UJH,5253,655,0,27,39,0,0,9,5,4,2,0,0.184,0.022,1.07,25,108008.05,2,4,1,3,3,2,1,0,0,0,1,0,0,0,0.333,0.333,0.333,0,0,0
28,GJGK,5254,463,1,20,60,0,1,8,2,3,3,0,0.147,0.015,0.95,9,128268.39,3,4,1,1,5,3,0,1,0,0,1,0,0,0.333,0.333,0,0,0.333,0,0.001
93,HJKHK,5255,799,0,63,39,1,0,1,1,1,2,0,0.168,0.017,1.17,22,37464,4,1,1,2,1,3,0,0,1,0,0,0,1,0.333,0,0.333,0,0.333,0,0.999
127,DXC,5256,713,0,48,44,0,0,1,3,2,4,0,0.146,0.014,0.99,24,157381.14,3,2,1,3,5,5,1,0,0,1,0,0,0,0,0.333,0.333,0,0.333,0,0.986
136,BN,5257,807,0,31,43,0,0,1,5,4,2,0,0.127,0.01,0.99,23,194257.11,5,4,1,3,3,3,0,0,1,0,1,0,0,0.333,0,0,0.333,0.333,0,0
142,ABC,5258,728,1,38,54,0,1,1,5,3,3,0,0.124,0.007,1.09,19,139059.05,5,3,1,2,1,2,0,0,1,0,0,0,1,0,0.333,0,0.333,0.333,0,0.004
85,DEF,5259,582,1,52,60,0,1,2,2,5,3,0,0.138,0.012,1.04,19,40893.61,2,5,0,2,4,5,0,0,1,0,0,0,1,0,0,0.333,0.333,0.333,0,0.001
137,GHI,5260,704,0,35,50,0,1,3,5,4,4,0.333,0.17,0.024,0.82,17,40261.49,5,4,0,1,4,5,1,0,0,0,0,1,0,0.333,0.333,0,0,0,0.333,0
148,JKL,5261,714,0,26,43,0,1,9,3,5,5,0.333,0.135,0.012,1.07,16,46203.31,5,4,0,3,2,5,0,1,0,0,0,1,0,0.333,0,0.333,0,0,0.333,0.001
122,PQR,5262,628,1,30,58,0,0,8,3,3,4,0.333,0.185,0.024,0.98,24,13126.9,3,3,0,1,3,5,1,0,0,0,1,0,0,0,0.333,0.333,0,0,0.333,0.003
97,TSY,5263,809,1,41,55,0,1,1,2,3,1,0.333,0.127,0.011,0.94,8,165675.01,2,5,0,1,5,1,0,1,0,0,0,1,0,0.333,0,0,0.333,0,0.333,0.002
25,UJH,5264,547,0,44,39,0,1,5,2,1,5,0.333,0.156,0.017,0.99,8,5459.07,4,1,1,2,1,4,0,0,1,1,0,0,0,0,0.333,0,0.333,0,0.333,0.998
124,GJGK,5265,560,0,27,45,0,1,5,4,4,5,0.333,0.157,0.016,1.07,19,131919.48,3,5,0,1,5,3,0,0,1,0,0,0,1,0,0,0.333,0.333,0,0.333,0
72,HJKHK,5266,811,1,31,51,0,1,7,3,3,4,0.333,0.138,0.014,0.96,11,182372.35,2,5,1,2,3,1,1,0,0,0,0,0,1,0.333,0,0,0,0.333,0.333,0
22,DXC,5267,584,1,26,52,0,0,4,2,4,2,0.333,0.138,0.012,0.97,9,147600.54,5,3,0,3,5,4,1,0,0,0,0,0,1,0,0.333,0,0,0.333,0.333,0.004
5,BN,5268,691,1,28,50,0,1,1,4,4,5,0.333,0.141,0.014,0.95,10,92865.41,2,4,0,2,1,1,0,0,1,1,0,0,0,0,0,0.333,0,0.333,0.333,0.001
5,ABC,5269,680,1,34,46,0,0,6,1,2,4,0.333,0.09,0,1.13,16,67142.97,5,3,0,1,1,5,1,0,0,0,0,0,1,0,0,0,0.333,0.333,0.333,0.956
147,DEF,5270,588,1,33,44,0,0,9,2,4,1,0,0.191,0.024,1.06,15,65611.01,5,5,0,2,1,5,1,0,0,0,0,1,0,0.25,0.25,0.25,0.25,0,0,0.003
32,GHI,5271,721,1,40,44,0,1,6,1,2,3,0,0.17,0.019,1.02,6,138564.48,5,1,1,1,2,1,1,0,0,0,0,0,1,0.25,0.25,0.25,0,0.25,0,0.996
113,JKL,5272,850,1,47,46,0,1,6,1,1,2,0,0.15,0.015,0.98,10,187391.02,4,3,1,2,3,5,0,0,1,0,0,0,1,0.25,0.25,0,0.25,0.25,0,0.985
102,PQR,5273,529,1,32,58,0,1,9,3,4,2,0,0.153,0.015,1.08,15,33656.35,3,5,0,1,3,1,0,1,0,0,0,1,0,0.25,0,0.25,0.25,0.25,0,0.001
146,TSY,5274,622,1,43,39,0,0,8,2,5,4,0,0.152,0.014,1.05,14,100618.17,4,5,1,2,2,4,0,1,0,1,0,0,0,0,0.25,0.25,0.25,0.25,0,0.001
88,UJH,5275,683,0,42,41,0,0,8,3,4,3,0.25,0.177,0.023,0.97,14,198134.9,5,3,0,1,4,3,0,1,0,0,0,0,1,0.25,0.25,0.25,0,0,0.25,0.019
130,GJGK,5276,575,1,29,59,0,1,4,4,2,4,0.25,0.17,0.023,0.86,5,50368.87,3,4,1,2,1,5,1,0,0,0,0,1,0,0.25,0.25,0,0.25,0,0.25,0.001
98,HJKHK,5277,577,0,40,35,0,0,1,2,2,2,0.25,0.154,0.017,1.04,21,108787,5,3,1,3,4,5,1,0,0,0,1,0,0,0.25,0,0.25,0.25,0,0.25,0.143
130,DXC,5278,510,1,31,45,0,1,0,1,1,1,0.25,0.179,0.022,1,21,33099.41,3,1,1,1,4,5,1,0,0,1,0,0,0,0,0.25,0.25,0.25,0,0.25,0.998
107,BN,5279,652,0,40,48,0,0,7,4,3,5,0.25,0.163,0.021,0.83,23,124550.88,5,3,0,2,2,4,0,1,0,0,1,0,0,0.25,0.25,0,0,0.25,0.25,0.002
87,ABC,5280,569,0,28,60,0,0,3,3,2,5,0.25,0.153,0.016,1.03,12,5159.21,3,1,0,2,1,5,1,0,0,1,0,0,0,0.25,0,0.25,0,0.25,0.25,0.967
40,DEF,5281,687,1,31,56,0,0,3,2,4,4,0.25,0.164,0.019,0.93,23,48228.1,3,5,0,2,4,4,0,1,0,0,0,0,1,0,0.25,0.25,0,0.25,0.25,0.001
132,GHI,5282,822,1,32,52,0,1,8,3,4,4,0.25,0.129,0.012,0.89,12,108798.36,3,3,0,3,4,4,0,1,0,0,0,0,1,0.25,0,0,0.25,0.25,0.25,0.01
1,JKL,5283,656,0,23,54,0,1,4,4,3,5,0.25,0.14,0.012,1.01,8,21085.12,3,3,0,2,4,1,0,0,1,0,0,1,0,0,0.25,0,0.25,0.25,0.25,0.002
6,PQR,5284,745,1,51,44,0,1,3,2,2,4,0.25,0.138,0.013,0.97,8,28922.25,2,3,0,2,1,1,1,0,0,0,1,0,0,0,0,0.25,0.25,0.25,0.25,0.049
62,TSY,5285,386,0,53,60,0,1,1,2,2,2,0,0.172,0.02,1.01,14,62514.65,4,2,1,1,1,3,0,0,1,0,1,0,0,0.2,0.2,0.2,0.2,0.2,0,0.972
44,UJH,5286,684,0,41,38,0,0,1,2,2,1,0.2,0.181,0.023,0.96,5,177506.66,5,3,0,1,1,3,0,1,0,0,0,0,1,0.2,0.2,0.2,0.2,0,0.2,0.105
111,GJGK,5287,635,0,38,56,0,1,1,4,2,5,0.2,0.171,0.022,0.94,7,90605.05,5,3,1,1,5,1,0,0,1,0,0,1,0,0.2,0.2,0.2,0,0.2,0.2,0.018
76,HJKHK,5288,582,1,30,39,0,0,2,5,3,1,0.2,0.153,0.018,0.88,8,132029.95,2,5,1,1,3,5,0,1,0,0,0,1,0,0.2,0.2,0,0.2,0.2,0.2,0
75,DXC,5289,613,1,19,50,0,0,5,4,3,2,0.2,0.156,0.018,0.97,8,176903.35,3,3,1,2,2,3,0,0,1,0,0,1,0,0.2,0,0.2,0.2,0.2,0.2,0.002
108,BN,5290,795,0,56,39,0,1,9,1,2,4,0.2,0.161,0.018,0.98,20,29239.29,3,2,0,2,5,2,0,0,1,0,0,0,1,0,0.2,0.2,0.2,0.2,0.2,0.998
137,ABC,5291,659,0,32,42,0,0,2,4,2,4,0.167,0.173,0.022,0.91,18,153662.88,4,3,0,1,1,3,0,1,0,0,1,0,0,0.167,0.167,0.167,0.167,0.167,0.167,0.018
116,DEF,5292,745,0,28,40,0,1,6,4,3,5,0,0.139,0.01,1.33,8,154389.18,2,3,1,1,4,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0.003
67,GHI,5293,604,0,41,53,0,0,10,3,4,3,0,0.143,0.01,1.17,18,166224.39,4,3,1,3,1,5,0,0,1,1,0,0,0,0,1,0,0,0,0,0.02
29,JKL,5294,509,1,32,37,0,1,9,4,3,3,0,0.173,0.018,1.3,14,21646.2,3,4,0,2,5,5,1,0,0,0,0,0,1,0,0,1,0,0,0,0
66,PQR,5295,706,0,29,41,0,0,6,3,3,3,0,0.096,-0.002,1.39,11,171037.63,4,5,0,3,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0.002
41,TSY,5296,619,0,44,48,0,1,6,1,1,3,0,0.096,0.001,1.04,5,112649.22,5,1,0,3,2,3,1,0,0,0,1,0,0,0,0,0,0,1,0,1
59,UJH,5297,572,1,51,49,0,1,8,1,2,4,1,0.07,-0.005,1.1,20,193014.26,4,1,1,3,5,5,0,1,0,1,0,0,0,0,0,0,0,0,1,0.994
33,GJGK,5298,695,1,36,54,0,0,6,4,2,5,0,0.195,0.026,0.97,20,118120.88,5,3,0,3,5,3,0,1,0,0,0,0,1,0.5,0.5,0,0,0,0,0.035
63,HJKHK,5299,543,0,71,59,1,0,1,3,5,5,0,0.164,0.016,1.32,20,25650.04,5,5,1,1,4,3,1,0,0,0,0,1,0,0.5,0,0.5,0,0,0,0.008
55,DXC,5300,640,0,33,50,0,1,6,5,2,1,0,0.185,0.022,1.06,8,113048.79,4,5,1,1,3,2,0,0,1,0,0,0,1,0,0.5,0.5,0,0,0,0.001
20,BN,5301,672,1,39,57,0,1,2,5,5,4,0,0.15,0.015,1.05,9,87372.49,5,3,0,1,3,4,1,0,0,0,1,0,0,0.5,0,0,0.5,0,0,0.004
68,ABC,5302,701,1,39,35,0,1,9,5,5,1,0,0.159,0.015,1.17,14,146651.99,3,3,0,2,3,2,0,0,1,1,0,0,0,0,0.5,0,0.5,0,0,0.004
147,DEF,5303,634,1,25,56,0,1,9,3,5,4,0,0.17,0.018,1.16,25,8227.91,4,3,1,2,2,5,0,1,0,0,1,0,0,0,0,0.5,0.5,0,0,0.012
69,GHI,5304,531,0,42,40,0,0,6,3,4,5,0,0.14,0.011,1.09,17,57034.35,5,3,1,2,3,3,0,1,0,0,0,1,0,0.5,0,0,0,0.5,0,0.008
113,JKL,5305,699,1,27,36,0,1,1,4,4,4,0,0.123,0.008,1.01,20,93003.21,2,4,1,2,3,4,1,0,0,0,1,0,0,0,0.5,0,0,0.5,0,0
106,PQR,5306,605,0,51,47,0,0,9,1,2,4,0,0.145,0.013,1.07,22,165574.54,5,2,0,3,1,5,1,0,0,1,0,0,0,0,0,0.5,0,0.5,0,0.998
46,TSY,5307,534,0,49,48,0,1,7,2,2,5,0,0.09,-0.001,1.15,17,13566.48,3,3,1,3,2,2,0,1,0,0,1,0,0,0,0,0,0.5,0.5,0,0.819
145,UJH,5308,449,0,31,58,0,1,1,4,3,5,0.5,0.118,0.009,0.97,17,82796.29,2,4,0,3,1,4,1,0,0,0,0,1,0,0.5,0,0,0,0,0.5,0.001
111,GJGK,5309,684,0,36,56,0,0,5,4,3,5,0.5,0.154,0.017,0.99,25,119830.08,2,5,0,3,1,1,0,1,0,0,1,0,0,0,0.5,0,0,0,0.5,0.001
38,HJKHK,5310,622,1,42,49,0,1,9,2,1,5,0.5,0.138,0.013,1.04,21,72155.85,4,2,1,2,1,1,0,1,0,1,0,0,0,0,0,0.5,0,0,0.5,0.997
46,DXC,5311,714,0,40,58,0,1,0,2,2,1,0.5,0.101,0.003,1.12,21,62762.12,5,5,0,1,5,4,0,0,1,0,0,1,0,0,0,0,0.5,0,0.5,0.032
65,BN,5312,712,0,48,54,0,0,8,5,2,5,0.5,0.093,0.001,1.01,23,183235.33,4,5,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0.5,0.5,0.019
85,ABC,5313,783,0,72,36,1,0,5,5,2,5,0,0.192,0.024,1.08,15,105206.48,3,4,1,1,3,1,0,0,1,0,0,1,0,0.333,0.333,0.333,0,0,0,0.011
62,DEF,5314,743,1,45,55,0,0,10,2,1,1,0,0.183,0.023,0.98,19,22512.44,3,2,1,2,2,4,1,0,0,0,1,0,0,0.333,0.333,0,0.333,0,0,0.995
149,GHI,5315,683,1,36,54,0,1,5,3,5,4,0,0.164,0.017,1.14,11,122305.91,4,3,1,2,3,4,0,0,1,0,0,1,0,0.333,0,0.333,0.333,0,0,0.005
138,JKL,5316,654,1,40,48,0,0,5,2,5,4,0,0.184,0.022,1.07,13,173617.09,3,3,0,2,1,4,1,0,0,0,0,1,0,0,0.333,0.333,0.333,0,0,0.014
48,PQR,5317,700,1,37,37,0,0,1,4,5,4,0,0.147,0.015,0.95,19,160670.37,2,3,0,2,4,4,0,0,1,0,0,0,1,0.333,0.333,0,0,0.333,0,0.001
132,TSY,5318,744,1,31,50,0,1,0,2,5,3,0,0.168,0.017,1.17,15,158958.9,4,4,1,1,3,4,1,0,0,0,1,0,0,0.333,0,0.333,0,0.333,0,0.005
112,UJH,5319,645,1,25,42,0,0,1,5,2,2,0,0.146,0.014,0.99,23,93073.04,3,5,1,1,4,4,1,0,0,0,1,0,0,0,0.333,0.333,0,0.333,0,0.003
25,GJGK,5320,525,1,36,45,0,1,3,2,4,5,0,0.127,0.01,0.99,7,67238.01,5,5,1,3,1,1,0,0,1,0,0,0,1,0.333,0,0,0.333,0.333,0,0.001
84,HJKHK,5321,732,1,25,54,0,1,0,3,4,4,0,0.124,0.007,1.09,7,172576.56,4,5,0,2,2,2,0,1,0,0,0,1,0,0,0.333,0,0.333,0.333,0,0.004
113,DXC,5322,721,0,40,43,0,1,7,3,3,5,0,0.138,0.012,1.04,19,122580.48,5,5,1,2,4,1,1,0,0,1,0,0,0,0,0,0.333,0.333,0.333,0,0.002
90,BN,5323,622,1,32,60,0,1,5,4,5,1,0.333,0.17,0.024,0.82,9,149043.78,2,4,1,2,3,5,0,0,1,1,0,0,0,0.333,0.333,0,0,0,0.333,0.001
7,ABC,5324,654,1,31,41,0,1,5,2,4,3,0.333,0.135,0.012,1.07,11,105218.45,4,4,1,1,1,1,0,1,0,0,0,0,1,0.333,0,0.333,0,0,0.333,0
91,DEF,5325,529,0,43,56,0,0,0,2,1,5,0.333,0.185,0.024,0.98,7,78463.99,4,3,1,3,2,3,1,0,0,0,0,0,1,0,0.333,0.333,0,0,0.333,0.955
77,GHI,5326,720,0,59,50,0,1,6,2,1,1,0.333,0.127,0.011,0.94,15,160849.43,5,2,1,1,1,2,1,0,0,0,0,0,1,0.333,0,0,0.333,0,0.333,0.997
89,JKL,5327,850,0,25,56,0,0,8,2,2,2,0.333,0.156,0.017,0.99,24,87834.24,5,5,0,2,3,5,0,1,0,0,1,0,0,0,0.333,0,0.333,0,0.333,0.013
37,PQR,5328,667,1,27,46,0,1,2,5,2,4,0.333,0.157,0.016,1.07,21,166317.71,4,3,0,1,2,4,1,0,0,0,0,1,0,0,0,0.333,0.333,0,0.333,0.014
79,TSY,5329,620,1,41,54,0,1,3,4,2,5,0.333,0.138,0.014,0.96,6,137309.06,2,3,0,1,5,4,1,0,0,0,0,1,0,0.333,0,0,0,0.333,0.333,0.009
128,UJH,5330,616,1,29,45,0,1,9,2,4,3,0.333,0.138,0.012,0.97,16,166984.44,2,5,1,1,3,1,0,1,0,1,0,0,0,0,0.333,0,0,0.333,0.333,0
93,GJGK,5331,637,0,46,35,0,1,2,2,2,1,0.333,0.141,0.014,0.95,22,166996.46,5,1,0,3,1,3,1,0,0,1,0,0,0,0,0,0.333,0,0.333,0.333,0.982
77,HJKHK,5332,710,0,29,59,0,1,3,5,5,1,0.333,0.09,0,1.13,15,188022.44,3,3,0,1,4,2,0,1,0,0,0,0,1,0,0,0,0.333,0.333,0.333,0.01
15,DXC,5333,717,1,33,41,0,1,1,4,5,2,0,0.191,0.024,1.06,17,194467.23,4,3,0,1,1,2,0,1,0,0,1,0,0,0.25,0.25,0.25,0.25,0,0,0.012
30,BN,5334,786,1,24,41,0,0,2,2,4,4,0,0.17,0.019,1.02,12,125449.47,2,3,0,3,5,2,0,0,1,1,0,0,0,0.25,0.25,0.25,0,0.25,0,0.002
133,ABC,5335,651,0,39,46,0,1,8,4,4,3,0,0.15,0.015,0.98,19,137452.57,5,5,1,2,4,4,0,1,0,0,0,1,0,0.25,0.25,0,0.25,0.25,0,0
87,DEF,5336,530,0,55,52,0,0,4,3,2,4,0,0.153,0.015,1.08,11,123475.88,5,1,0,1,5,4,0,0,1,0,0,1,0,0.25,0,0.25,0.25,0.25,0,0.994
14,GHI,5337,815,0,57,38,0,0,5,2,1,2,0,0.152,0.014,1.05,25,38941.44,5,2,0,1,3,5,0,1,0,0,0,0,1,0,0.25,0.25,0.25,0.25,0,0.994
100,JKL,5338,715,0,34,50,0,1,9,2,2,5,0.25,0.177,0.023,0.97,14,177852.57,3,1,0,2,3,2,0,0,1,0,1,0,0,0.25,0.25,0.25,0,0,0.25,0.987
35,PQR,5339,496,0,55,51,0,0,4,1,1,4,0.25,0.17,0.023,0.86,15,31532.96,4,3,0,3,5,2,1,0,0,0,0,1,0,0.25,0.25,0,0.25,0,0.25,0.993
16,TSY,5340,680,1,42,52,0,0,0,3,2,2,0.25,0.154,0.017,1.04,19,136377.21,5,4,0,2,3,4,0,0,1,0,0,0,1,0.25,0,0.25,0.25,0,0.25,0.022
55,UJH,5341,646,0,51,43,0,1,4,2,5,1,0.25,0.179,0.022,1,7,130541.1,4,5,0,1,4,2,0,1,0,0,0,0,1,0,0.25,0.25,0.25,0,0.25,0.007
7,GJGK,5342,807,1,47,41,0,0,1,3,4,1,0.25,0.163,0.021,0.83,19,65636.92,4,5,1,2,2,4,0,1,0,0,0,0,1,0.25,0.25,0,0,0.25,0.25,0.009
80,HJKHK,5343,727,1,47,44,0,1,7,4,5,3,0.25,0.153,0.016,1.03,5,193305.35,3,4,0,1,3,3,1,0,0,1,0,0,0,0.25,0,0.25,0,0.25,0.25,0.001
3,DXC,5344,787,1,25,55,0,0,5,3,2,5,0.25,0.164,0.019,0.93,7,47307.9,5,4,0,1,2,2,0,0,1,1,0,0,0,0,0.25,0.25,0,0.25,0.25,0.005
51,BN,5345,806,1,34,41,0,1,6,4,3,5,0.25,0.129,0.012,0.89,13,100809.99,5,4,1,3,3,3,0,1,0,0,0,1,0,0.25,0,0,0.25,0.25,0.25,0
25,ABC,5346,603,1,31,46,0,1,1,4,2,2,0.25,0.14,0.012,1.01,5,109145.2,5,5,0,3,5,3,1,0,0,1,0,0,0,0,0.25,0,0.25,0.25,0.25,0.005
121,DEF,5347,649,1,32,35,0,0,1,1,1,1,0.25,0.138,0.013,0.97,14,91167.19,5,2,1,3,5,1,0,0,1,0,0,1,0,0,0,0.25,0.25,0.25,0.25,1
119,GHI,5348,547,1,41,60,0,1,3,1,2,2,0,0.172,0.02,1.01,15,175295.89,3,2,1,1,4,1,0,1,0,1,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0.992
148,JKL,5349,684,1,32,35,0,1,3,4,4,5,0.2,0.181,0.023,0.96,7,127433.47,5,5,0,1,2,4,0,1,0,0,0,1,0,0.2,0.2,0.2,0.2,0,0.2,0.001
93,PQR,5350,477,0,57,57,0,0,9,1,2,5,0.2,0.171,0.022,0.94,25,71167.17,4,2,0,1,5,5,1,0,0,0,0,1,0,0.2,0.2,0.2,0,0.2,0.2,0.996
82,TSY,5351,558,1,41,54,0,1,2,5,5,4,0.2,0.153,0.018,0.88,13,111184.67,5,4,0,1,3,2,1,0,0,0,0,0,1,0.2,0.2,0,0.2,0.2,0.2,0
80,UJH,5352,695,0,23,39,0,0,1,3,5,3,0.2,0.156,0.018,0.97,12,141756.32,4,5,1,2,2,2,1,0,0,0,0,0,1,0.2,0,0.2,0.2,0.2,0.2,0.001
61,GJGK,5353,592,1,35,49,0,1,6,3,2,5,0.2,0.161,0.018,0.98,21,72678.75,5,1,0,3,3,3,1,0,0,0,0,0,1,0,0.2,0.2,0.2,0.2,0.2,0.976
43,HJKHK,5354,789,1,31,49,0,0,4,3,3,3,0.167,0.173,0.022,0.91,14,172832.9,3,3,1,2,1,4,0,1,0,1,0,0,0,0.167,0.167,0.167,0.167,0.167,0.167,0.012
112,DXC,5355,597,0,29,38,0,1,1,5,5,5,0,0.139,0.01,1.33,18,158086.33,5,5,1,3,5,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0
149,BN,5356,839,1,47,42,0,0,2,3,1,2,0,0.143,0.01,1.17,10,168184.62,5,3,1,3,3,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0.985
87,ABC,5357,405,1,31,50,0,1,5,2,4,3,0,0.173,0.018,1.3,8,72950.14,3,5,0,3,4,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0.063
46,DEF,5358,658,1,39,59,0,1,7,4,4,3,0,0.096,-0.002,1.39,14,48378.4,2,5,0,1,5,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
11,GHI,5359,684,1,42,36,0,0,1,2,1,5,0,0.096,0.001,1.04,14,23135.65,5,2,1,2,2,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0.994
113,JKL,5360,633,1,35,53,0,1,10,3,5,5,1,0.07,-0.005,1.1,9,65675.47,2,4,1,3,5,5,1,0,0,0,0,1,0,0,0,0,0,0,1,0.003
147,PQR,5361,589,1,46,40,0,1,9,2,5,4,0,0.195,0.026,0.97,17,170676.67,3,4,1,3,3,2,1,0,0,1,0,0,0,0.5,0.5,0,0,0,0,0.009
131,TSY,5362,750,0,37,39,0,0,1,5,2,5,0,0.164,0.016,1.32,22,27366.77,2,3,1,3,4,1,0,1,0,0,0,1,0,0.5,0,0.5,0,0,0,0.01
97,UJH,5363,771,1,51,58,0,1,5,1,1,4,0,0.185,0.022,1.06,7,152479.64,4,1,1,2,3,5,0,1,0,0,0,0,1,0,0.5,0.5,0,0,0,0.998
47,GJGK,5364,812,1,33,44,0,1,2,4,2,1,0,0.15,0.015,1.05,11,105383.49,2,5,1,1,3,3,0,1,0,1,0,0,0,0.5,0,0,0.5,0,0,0.001
59,HJKHK,5365,539,1,39,44,0,0,2,5,4,2,0,0.159,0.015,1.17,10,48189.94,4,4,1,3,2,4,1,0,0,0,0,1,0,0,0.5,0,0.5,0,0,0.001
110,DXC,5366,670,0,42,57,0,0,5,2,3,2,0,0.17,0.018,1.16,25,100324.01,4,4,1,3,2,4,0,0,1,0,0,0,1,0,0,0.5,0.5,0,0,0.007
107,BN,5367,673,1,41,49,0,1,5,2,3,2,0,0.14,0.011,1.09,14,65657.29,4,3,1,2,2,5,0,0,1,0,0,0,1,0.5,0,0,0,0.5,0,0.005
54,ABC,5368,538,0,62,44,1,0,3,3,1,3,0,0.123,0.008,1.01,8,17682.02,3,3,1,3,2,2,0,0,1,1,0,0,0,0,0.5,0,0,0.5,0,0.965
40,DEF,5369,575,1,52,44,0,0,8,3,2,3,0,0.145,0.013,1.07,10,111342.66,3,1,1,2,5,5,0,0,1,1,0,0,0,0,0,0.5,0,0.5,0,0.99
137,GHI,5370,682,1,41,52,0,1,6,2,1,5,0,0.09,-0.001,1.15,25,134158.09,4,2,1,1,4,1,0,0,1,0,0,1,0,0,0,0,0.5,0.5,0,0.995
100,JKL,5371,712,1,33,47,0,0,3,2,2,2,0.5,0.118,0.009,0.97,20,79176.09,4,1,1,2,1,2,0,0,1,0,0,1,0,0.5,0,0,0,0,0.5,0.972
77,PQR,5372,598,0,39,36,0,0,5,2,3,5,0.5,0.154,0.017,0.99,9,83103.46,2,5,1,3,5,1,0,0,1,0,0,1,0,0,0.5,0,0,0,0.5,0.002
99,TSY,5373,776,1,30,46,0,1,6,2,5,2,0.5,0.138,0.013,1.04,18,63908.86,2,4,1,3,1,4,0,0,1,0,0,0,1,0,0,0.5,0,0,0.5,0
54,UJH,5374,606,0,23,39,0,0,10,2,5,5,0.5,0.101,0.003,1.12,22,90896.04,5,5,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0.5,0,0.5,0.004
85,GJGK,5375,686,1,38,41,0,1,7,2,4,3,0.5,0.093,0.001,1.01,24,76076.2,5,5,1,3,1,3,1,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.002
82,HJKHK,5376,850,1,38,42,0,0,1,3,2,2,0,0.192,0.024,1.08,6,103902.11,3,4,0,3,1,2,0,0,1,0,0,0,1,0.333,0.333,0.333,0,0,0,0.015
137,DXC,5377,642,1,72,41,1,0,1,5,5,1,0,0.183,0.023,0.98,18,142223.94,2,5,1,1,4,3,0,0,1,0,0,0,1,0.333,0.333,0,0.333,0,0,0
57,BN,5378,606,1,27,50,0,1,2,4,5,5,0,0.164,0.017,1.14,6,147533.09,2,4,0,3,3,1,0,0,1,0,1,0,0,0.333,0,0.333,0.333,0,0,0
126,ABC,5379,627,0,21,57,0,0,7,2,2,5,0,0.184,0.022,1.07,17,169156.64,2,3,1,1,3,1,0,0,1,0,0,1,0,0,0.333,0.333,0.333,0,0,0.028
114,DEF,5380,850,1,36,35,0,1,0,4,3,2,0,0.147,0.015,0.95,6,141242.57,3,3,0,1,5,5,0,0,1,0,0,1,0,0.333,0.333,0,0,0.333,0,0.003
25,GHI,5381,850,1,32,59,0,0,9,4,4,2,0,0.168,0.017,1.17,13,149458.73,5,4,0,2,5,1,1,0,0,0,1,0,0,0.333,0,0.333,0,0.333,0,0.002
57,JKL,5382,724,0,40,54,0,0,6,4,2,2,0,0.146,0.014,0.99,6,86950.72,3,5,1,1,1,2,1,0,0,0,1,0,0,0,0.333,0.333,0,0.333,0,0.007
12,PQR,5383,579,1,28,38,0,1,4,5,5,4,0,0.127,0.01,0.99,23,176925.69,2,5,0,2,2,1,1,0,0,1,0,0,0,0.333,0,0,0.333,0.333,0,0
130,TSY,5384,727,1,28,55,0,1,1,2,4,5,0,0.124,0.007,1.09,23,40357.39,3,5,0,3,2,5,1,0,0,0,0,0,1,0,0.333,0,0.333,0.333,0,0.002
77,UJH,5385,813,0,36,59,0,0,6,1,1,5,0,0.138,0.012,1.04,19,26687.22,3,3,0,2,2,1,1,0,0,0,0,1,0,0,0,0.333,0.333,0.333,0,0.99
109,GJGK,5386,642,1,48,49,0,1,9,3,2,3,0.333,0.17,0.024,0.82,16,78702.98,5,1,1,3,5,5,0,0,1,0,1,0,0,0.333,0.333,0,0,0,0.333,0.979
91,HJKHK,5387,669,1,22,39,0,1,10,5,4,5,0.333,0.135,0.012,1.07,9,176163.74,2,4,1,1,5,4,0,1,0,0,0,0,1,0.333,0,0.333,0,0,0.333,0.001
121,DXC,5388,574,1,54,58,0,1,1,3,2,5,0.333,0.185,0.024,0.98,16,4896.11,4,1,1,1,1,4,0,1,0,1,0,0,0,0,0.333,0.333,0,0,0.333,0.973
